customer_id,customer_name,email,country,signup_at,acquisition_channel,total_orders,lifetime_revenue,avg_order_value,first_order_at,last_order_at,recency_days,rfm_segment,is_churn_risk
CUST_00114,Shannon Rivera,zroberts@example.net,France,2025-08-23 23:19:41,Referral,2,374.89,187.45,2025-09-22 17:15:02,2026-02-20 20:47:35,9,Active / Recent,false
CUST_00115,Brandon King,cordovarichard@example.net,India,2025-01-07 01:49:59,Referral,5,1633.77,326.75,2025-03-17 07:30:44,2025-12-05 00:24:51,86,Active / Recent,false
CUST_00116,April Booth,mgutierrez@example.net,India,2025-08-21 12:49:27,Organic Search,2,1149.88,574.94,2025-11-02 11:37:19,2025-12-11 17:46:01,80,Active / Recent,false
CUST_00117,Peter Garrett,harrisandrea@example.com,United Kingdom,2025-04-15 07:22:04,Organic Search,4,939.91,234.98,2025-06-22 14:04:16,2026-02-14 01:51:42,15,Loyal Customers,false
CUST_00118,Michael Martinez,jennifercollins@example.org,India,2025-03-25 03:17:42,Referral,3,1039.82,346.61,2025-04-26 05:19:55,2025-09-25 23:30:27,157,At Risk,true
CUST_00119,Anna Gay,murraydavid@example.org,United Kingdom,2025-05-01 17:45:32,Social Media,5,1567.82,313.56,2025-11-09 22:39:42,2026-02-21 04:41:45,8,Champions,false
CUST_00120,Dr. Jordan Hill PhD,jsanchez@example.org,India,2025-06-13 14:25:16,Social Media,1,24.98,24.98,2025-09-01 06:08:52,2025-09-01 06:08:52,181,Lost / Churned,true
CUST_00121,Thomas Romero,michellehill@example.com,India,2025-06-08 03:19:44,Social Media,4,899.86,224.97,2025-08-22 06:06:12,2026-02-02 05:37:57,27,Loyal Customers,false
CUST_00122,Richard Adams,campbellkenneth@example.net,Germany,2026-01-28 13:30:27,Social Media,3,1084.89,361.63,2026-02-02 12:19:11,2026-02-23 07:57:25,6,Loyal Customers,false
CUST_00123,Mary Grimes,wryan@example.com,United States,2025-02-09 10:57:36,Email Campaign,2,175.94,87.97,2025-10-16 21:04:22,2026-02-11 02:43:31,18,Active / Recent,false
CUST_00124,Kimberly Gibson,molly39@example.com,United States,2025-08-03 21:41:35,Organic Search,2,789.91,394.96,2025-08-16 07:11:03,2026-01-02 03:26:17,58,Active / Recent,false
CUST_00125,Reginald Williams,zthornton@example.com,Australia,2025-09-17 01:56:40,Paid Ads,3,729.91,243.3,2025-11-05 00:55:14,2025-12-29 22:48:32,62,Active / Recent,false
CUST_00126,Matthew Hoover,tylerjohnson@example.net,Canada,2025-07-23 11:12:00,Email Campaign,4,860.87,215.22,2025-08-22 07:03:49,2026-01-07 19:20:11,53,Loyal Customers,false
CUST_00129,Michael Santos,melissa86@example.com,Australia,2025-01-28 23:36:47,Social Media,3,444.91,148.3,2025-04-10 06:07:55,2025-05-27 09:47:19,278,Lost / Churned,true
CUST_00130,Stacy Freeman,williamsonjimmy@example.net,Germany,2025-04-26 00:40:05,Paid Ads,2,389.89,194.95,2025-09-24 02:26:54,2026-02-02 06:49:03,27,Active / Recent,false
CUST_00131,Yolanda Francis,wgood@example.net,United Kingdom,2025-02-02 11:44:47,Social Media,2,72.97,36.49,2025-09-20 09:40:53,2026-02-24 05:44:31,5,Active / Recent,false
CUST_00132,Ashlee Jackson,rebecca05@example.org,United Kingdom,2025-01-31 23:41:39,Paid Ads,3,1129.92,376.64,2025-03-01 06:28:30,2025-10-06 06:17:35,146,At Risk,true
CUST_00133,James Thomas,yknight@example.org,India,2025-07-13 19:34:17,Organic Search,3,278.94,92.98,2025-10-08 23:38:28,2026-02-19 04:53:34,10,Loyal Customers,false
CUST_00134,Bob Pitts,tyleraguilar@example.org,Australia,2025-10-02 17:02:51,Referral,4,1079.87,269.97,2025-10-19 08:41:24,2025-11-10 04:24:51,111,At Risk,false
CUST_00135,David Scott,nolansteven@example.com,France,2025-11-12 15:25:24,Paid Ads,5,1578.75,315.75,2025-11-14 03:06:06,2026-02-22 22:13:13,7,Champions,false
CUST_00136,Brooke Alexander,vanessa46@example.net,Australia,2025-07-03 21:06:13,Paid Ads,1,339.99,339.99,2025-07-06 18:09:38,2025-07-06 18:09:38,238,Lost / Churned,true
CUST_00137,Ryan Gonzalez,gcastaneda@example.org,Germany,2025-05-18 12:29:43,Organic Search,1,399.96,399.96,2025-12-06 14:10:22,2025-12-06 14:10:22,85,Active / Recent,false
CUST_00138,Ian Phillips,andrew64@example.org,India,2025-05-20 07:31:30,Social Media,1,154.96,154.96,2025-09-18 22:37:39,2025-09-18 22:37:39,164,At Risk,true
CUST_00139,Melissa Garner,lozanojulie@example.com,Australia,2025-11-16 18:53:22,Paid Ads,2,384.95,192.48,2026-01-11 15:30:02,2026-01-25 04:25:35,35,Active / Recent,false
CUST_00140,Crystal Pham,danaoliver@example.net,Canada,2025-07-27 05:37:08,Organic Search,1,269.97,269.97,2025-09-08 09:13:56,2025-09-08 09:13:56,174,At Risk,true
CUST_00141,Patricia Becker,courtneyberger@example.net,Australia,2025-10-25 03:05:40,Organic Search,3,1159.80,386.6,2025-11-07 11:28:52,2026-01-18 11:58:11,42,Loyal Customers,false
CUST_00142,Richard Johnson,jessica14@example.com,Canada,2026-01-01 14:17:52,Paid Ads,3,1339.84,446.61,2026-01-16 07:25:54,2026-02-19 11:12:52,10,Loyal Customers,false
CUST_00143,Casey Anderson,alyssa42@example.com,United Kingdom,2025-12-24 12:40:27,Social Media,2,368.93,184.47,2025-12-27 01:58:25,2026-01-13 14:07:58,47,Active / Recent,false
CUST_00144,Terry Coffey,julie51@example.com,Canada,2025-06-26 18:41:14,Organic Search,3,694.88,231.63,2025-07-10 15:25:09,2025-10-28 16:21:00,124,At Risk,true
CUST_00145,Brenda Levy,zcoffey@example.net,Germany,2025-05-31 00:12:00,Social Media,1,299.95,299.95,2026-02-25 13:23:51,2026-02-25 13:23:51,4,Active / Recent,false
CUST_00146,Richard Smith,gibsonemily@example.net,Australia,2025-08-05 09:32:14,Organic Search,3,692.89,230.96,2025-10-17 12:00:07,2026-02-25 03:09:12,4,Loyal Customers,false
CUST_00147,James Little,daniel37@example.org,United Kingdom,2025-08-05 19:16:01,Referral,1,524.97,524.97,2025-08-15 09:26:14,2025-08-15 09:26:14,198,Lost / Churned,true
CUST_00148,Terri Murphy,deborahreid@example.com,India,2025-11-07 10:32:42,Referral,1,95.95,95.95,2025-12-16 14:36:43,2025-12-16 14:36:43,75,Active / Recent,false
CUST_00149,Elizabeth Ortiz,brandonjohnson@example.com,United States,2025-09-15 05:04:51,Organic Search,2,364.88,182.44,2025-10-04 00:39:31,2026-02-20 16:36:21,9,Active / Recent,false
CUST_00150,David Medina,qchavez@example.net,Canada,2025-07-22 21:24:15,Referral,1,305.96,305.96,2025-10-04 18:46:21,2025-10-04 18:46:21,148,At Risk,true
CUST_00151,Kimberly Matthews,nicolepena@example.com,United States,2025-07-26 04:39:06,Organic Search,4,1243.75,310.94,2025-08-12 22:38:58,2025-10-10 06:25:08,142,At Risk,true
CUST_00152,Teresa Ramirez,jeff73@example.com,United Kingdom,2025-12-04 12:51:20,Social Media,2,394.91,197.46,2025-12-22 02:34:21,2025-12-27 20:58:02,64,Active / Recent,false
CUST_00153,Michael Stephens,bruce43@example.org,France,2025-12-05 22:58:17,Referral,3,754.86,251.62,2025-12-11 18:52:47,2026-02-05 14:46:44,24,Loyal Customers,false
CUST_00154,Samantha Davis,darleneharper@example.org,Germany,2025-03-31 19:47:37,Referral,3,289.91,96.64,2025-06-12 09:52:50,2026-01-23 02:00:13,37,Loyal Customers,false
CUST_00155,Gavin Zhang,caseyhubbard@example.org,United Kingdom,2025-05-28 15:19:30,Organic Search,2,349.96,174.98,2025-06-15 03:31:53,2025-10-12 13:03:58,140,At Risk,true
CUST_00156,Robin Hall,kristinacarlson@example.com,United States,2025-12-05 16:42:04,Referral,2,639.88,319.94,2026-02-10 09:33:35,2026-02-11 15:56:52,18,Active / Recent,false
CUST_00157,Brianna Anderson,lauren10@example.org,United Kingdom,2025-06-03 01:00:03,Email Campaign,2,164.95,82.48,2025-08-10 17:53:59,2025-09-18 19:11:15,164,At Risk,true
