customer_id,full_name,email,country,signup_timestamp,acquisition_channel
CUST_00040,Kristine Garcia,williamanderson@example.com,United States,2026-01-19 07:48:07,Organic Search
CUST_00041,Sherry Wood,samueldaniels@example.com,Canada,2025-03-27 04:00:28,Paid Ads
CUST_00042,Victoria Valdez,contrerasangela@example.net,France,2025-11-24 21:37:55,Organic Search
CUST_00043,Shawn Baker,newtoneric@example.com,Germany,2025-10-26 20:34:57,Referral
CUST_00044,Michelle Harris,william40@example.org,France,2025-12-30 13:04:56,Social Media
CUST_00045,Sandra Williams,kellie42@example.net,India,2025-01-09 22:01:18,Organic Search
CUST_00046,Michael Hoffman,jonesnicole@example.org,Australia,2025-07-27 05:58:55,Social Media
CUST_00047,Sandra Aguilar,russellwilliams@example.com,United Kingdom,2025-03-28 15:28:59,Email Campaign
CUST_00048,Rebecca Valencia,jason31@example.com,Germany,2025-05-03 20:16:27,Organic Search
CUST_00049,Stacey Russell,sarayoung@example.org,France,2025-07-24 13:55:39,Paid Ads
CUST_00050,Rita Keith,whitesandra@example.com,Australia,2025-03-24 15:38:29,Social Media
CUST_00051,Sharon Cochran,erik16@example.org,Canada,2025-06-04 11:58:18,Social Media
CUST_00052,Courtney Velasquez,ybailey@example.org,France,2025-05-06 11:29:32,Referral
CUST_00053,Matthew Ross,michelle45@example.net,France,2025-01-01 10:39:39,Social Media
CUST_00054,Meghan Anthony,sheila14@example.org,United States,2026-01-15 12:16:14,Organic Search
CUST_00055,Victoria Johnson,yreed@example.com,Australia,2025-10-09 22:27:06,Social Media
CUST_00056,William Wilson,jonathanfletcher@example.org,United States,2025-07-05 23:42:52,Paid Ads
CUST_00057,Renee Mcdaniel,michaeljones@example.net,United States,2025-03-03 04:08:16,Email Campaign
CUST_00058,Lisa Alvarado,cortezkevin@example.com,Australia,2025-02-23 18:12:53,Referral
CUST_00059,Erika Terry,jamesortega@example.com,Canada,2025-04-08 16:20:45,Email Campaign
CUST_00060,Stephanie Gilbert,richard04@example.com,United Kingdom,2025-05-09 06:11:22,Referral
CUST_00061,Richard Lawson,steven73@example.net,Canada,2025-11-25 15:51:46,Referral
CUST_00062,Steven Flynn,donnacampbell@example.net,India,2025-06-06 05:43:39,Social Media
CUST_00063,Frances Cardenas,emilywalker@example.org,India,2025-11-06 21:45:19,Social Media
CUST_00064,Angel Riggs,gibsonolivia@example.net,France,2025-12-07 06:46:38,Email Campaign
CUST_00065,Michael Snyder,dylanwatts@example.org,Canada,2025-04-04 23:40:54,Paid Ads
CUST_00066,Colleen Brock,pwilliams@example.org,United Kingdom,2025-02-19 17:31:45,Organic Search
CUST_00067,Robert Contreras,stephanie79@example.net,France,2025-06-28 17:38:58,Paid Ads
CUST_00068,Jessica Meadows,vmerritt@example.com,United States,2025-01-06 14:02:49,Organic Search
CUST_00069,Paul Larsen,katie87@example.net,United States,2025-06-27 19:47:03,Organic Search
CUST_00070,Jeremiah Reeves,josephflores@example.net,United States,2025-09-14 15:38:00,Referral
CUST_00071,Chris Reyes,jasminebrown@example.com,United Kingdom,2025-07-04 20:43:40,Email Campaign
CUST_00072,John Brown,xprice@example.net,France,2025-06-16 09:39:48,Paid Ads
CUST_00073,Alicia Gilmore,wwoods@example.com,Canada,2026-01-03 03:13:35,Email Campaign
CUST_00074,Sarah Ashley,vmedina@example.net,Canada,2025-11-13 04:08:51,Organic Search
CUST_00075,Stephanie Freeman,ryan06@example.com,India,2025-03-17 06:55:16,Email Campaign
CUST_00076,Rebecca Ramsey,ncalhoun@example.net,Germany,2025-10-03 04:35:07,Email Campaign
CUST_00077,James Elliott,millerroy@example.com,Australia,2025-12-29 17:58:14,Organic Search
CUST_00078,David Murphy,wmurphy@example.com,United States,2025-03-18 10:38:31,Email Campaign
CUST_00079,Trevor Fisher,ruizkaitlyn@example.org,Australia,2025-09-21 13:03:32,Organic Search
CUST_00080,Mrs. Marie Harrington DDS,herringjames@example.org,Canada,2025-07-13 03:17:24,Paid Ads
CUST_00081,Cynthia Wells,elliottjeffery@example.net,Canada,2025-12-15 10:45:45,Email Campaign
CUST_00082,Jacob Obrien,stricklandfrank@example.com,United Kingdom,2025-05-23 12:27:53,Email Campaign
CUST_00083,Alexander Collins,tsanders@example.org,Australia,2025-07-14 00:43:46,Organic Search
CUST_00084,Michael Burton,terrykevin@example.net,Australia,2025-12-11 04:33:20,Referral
CUST_00085,Barbara Riggs,reedross@example.com,United States,2025-03-18 01:09:03,Referral
CUST_00086,Matthew Smith,gshort@example.com,United States,2025-01-12 11:06:22,Paid Ads
CUST_00087,Madison Poole,ryangross@example.net,Germany,2025-05-10 04:15:49,Email Campaign
CUST_00088,Robert Medina,umarshall@example.net,Canada,2026-01-09 21:10:16,Email Campaign
CUST_00089,Samuel Rivas,ramirezshannon@example.com,Canada,2025-02-15 13:02:35,Email Campaign
CUST_00090,Mary Rogers,lrosales@example.com,Germany,2025-01-02 16:10:44,Social Media
CUST_00091,Robert Peterson,angela83@example.org,United Kingdom,2025-12-20 09:58:14,Email Campaign
CUST_00092,Jason Peters,hannahbrewer@example.com,Canada,2026-01-14 00:12:45,Paid Ads
CUST_00093,Alan Phillips,tholt@example.net,Canada,2025-08-19 11:02:05,Organic Search
CUST_00094,Kara Schmidt,jbarajas@example.com,India,2025-02-17 08:19:53,Social Media
CUST_00095,Jesse Parker,davidlee@example.org,United States,2025-02-14 09:38:16,Referral
CUST_00096,Tiffany Vaughn,javierwashington@example.net,France,2026-01-06 07:58:55,Referral
CUST_00097,Paige Carlson,wallkenneth@example.com,United States,2025-05-03 06:45:31,Referral
CUST_00098,Adrian Ferguson,brandon08@example.com,Australia,2025-03-04 05:23:09,Paid Ads
CUST_00099,Beth Oneill,agarcia@example.net,France,2025-02-23 05:19:48,Organic Search
CUST_00100,John Peterson,kingmichelle@example.org,Germany,2025-07-02 16:31:06,Organic Search
CUST_00101,Jennifer Jones,hernandezlisa@example.com,France,2025-07-11 05:47:12,Referral
CUST_00102,David Grant,yobrien@example.net,France,2025-01-31 20:50:17,Organic Search
CUST_00103,Joseph Hayes,levans@example.com,India,2025-11-22 14:55:07,Referral
CUST_00104,Marc Lynch,mezajared@example.org,United Kingdom,2025-09-03 17:33:40,Paid Ads
CUST_00105,Brad Allen,moorericky@example.net,Canada,2025-09-02 00:48:42,Social Media
CUST_00106,Doris Hall,jacqueline71@example.net,Canada,2025-11-04 09:58:58,Social Media
CUST_00107,Dennis Moody,ronaldstephens@example.net,United Kingdom,2025-12-22 03:17:01,Organic Search
CUST_00108,Derek Thomas,martinkyle@example.net,Germany,2025-01-08 05:39:09,Referral
CUST_00109,Tammy Gonzales,sbarker@example.com,United States,2025-03-19 15:47:08,Referral
CUST_00110,Kathryn Snyder,georgepamela@example.net,France,2025-06-15 13:29:03,Social Media
CUST_00111,David Davis,keyemily@example.com,United Kingdom,2025-04-13 21:10:09,Organic Search
CUST_00112,Pamela Thompson,lmoon@example.net,United Kingdom,2025-07-09 17:47:29,Social Media
CUST_00113,Robert Costa,vbailey@example.com,Germany,2025-05-03 12:36:50,Referral
CUST_00114,Shannon Rivera,zroberts@example.net,France,2025-08-23 23:19:41,Referral
CUST_00115,Brandon King,cordovarichard@example.net,India,2025-01-07 01:49:59,Referral
CUST_00116,April Booth,mgutierrez@example.net,India,2025-08-21 12:49:27,Organic Search
CUST_00117,Peter Garrett,harrisandrea@example.com,United Kingdom,2025-04-15 07:22:04,Organic Search
CUST_00118,Michael Martinez,jennifercollins@example.org,India,2025-03-25 03:17:42,Referral
CUST_00119,Anna Gay,murraydavid@example.org,United Kingdom,2025-05-01 17:45:32,Social Media
CUST_00120,Dr. Jordan Hill PhD,jsanchez@example.org,India,2025-06-13 14:25:16,Social Media
CUST_00121,Thomas Romero,michellehill@example.com,India,2025-06-08 03:19:44,Social Media
CUST_00122,Richard Adams,campbellkenneth@example.net,Germany,2026-01-28 13:30:27,Social Media
CUST_00123,Mary Grimes,wryan@example.com,United States,2025-02-09 10:57:36,Email Campaign
CUST_00124,Kimberly Gibson,molly39@example.com,United States,2025-08-03 21:41:35,Organic Search
CUST_00125,Reginald Williams,zthornton@example.com,Australia,2025-09-17 01:56:40,Paid Ads
CUST_00126,Matthew Hoover,tylerjohnson@example.net,Canada,2025-07-23 11:12:00,Email Campaign
CUST_00127,Evelyn Garcia,dgarcia@example.org,France,2025-11-29 04:39:43,Organic Search
CUST_00128,Jennifer Pena,charlesharrington@example.com,United States,2025-03-28 21:28:49,Paid Ads
CUST_00129,Michael Santos,melissa86@example.com,Australia,2025-01-28 23:36:47,Social Media
CUST_00130,Stacy Freeman,williamsonjimmy@example.net,Germany,2025-04-26 00:40:05,Paid Ads
CUST_00131,Yolanda Francis,wgood@example.net,United Kingdom,2025-02-02 11:44:47,Social Media
CUST_00132,Ashlee Jackson,rebecca05@example.org,United Kingdom,2025-01-31 23:41:39,Paid Ads
CUST_00133,James Thomas,yknight@example.org,India,2025-07-13 19:34:17,Organic Search
CUST_00134,Bob Pitts,tyleraguilar@example.org,Australia,2025-10-02 17:02:51,Referral
CUST_00135,David Scott,nolansteven@example.com,France,2025-11-12 15:25:24,Paid Ads
CUST_00136,Brooke Alexander,vanessa46@example.net,Australia,2025-07-03 21:06:13,Paid Ads
CUST_00137,Ryan Gonzalez,gcastaneda@example.org,Germany,2025-05-18 12:29:43,Organic Search
CUST_00138,Ian Phillips,andrew64@example.org,India,2025-05-20 07:31:30,Social Media
CUST_00139,Melissa Garner,lozanojulie@example.com,Australia,2025-11-16 18:53:22,Paid Ads
CUST_00140,Crystal Pham,danaoliver@example.net,Canada,2025-07-27 05:37:08,Organic Search
CUST_00141,Patricia Becker,courtneyberger@example.net,Australia,2025-10-25 03:05:40,Organic Search
CUST_00142,Richard Johnson,jessica14@example.com,Canada,2026-01-01 14:17:52,Paid Ads
CUST_00143,Casey Anderson,alyssa42@example.com,United Kingdom,2025-12-24 12:40:27,Social Media
CUST_00144,Terry Coffey,julie51@example.com,Canada,2025-06-26 18:41:14,Organic Search
CUST_00145,Brenda Levy,zcoffey@example.net,Germany,2025-05-31 00:12:00,Social Media
CUST_00146,Richard Smith,gibsonemily@example.net,Australia,2025-08-05 09:32:14,Organic Search
CUST_00147,James Little,daniel37@example.org,United Kingdom,2025-08-05 19:16:01,Referral
CUST_00148,Terri Murphy,deborahreid@example.com,India,2025-11-07 10:32:42,Referral
CUST_00149,Elizabeth Ortiz,brandonjohnson@example.com,United States,2025-09-15 05:04:51,Organic Search
CUST_00150,David Medina,qchavez@example.net,Canada,2025-07-22 21:24:15,Referral
CUST_00151,Kimberly Matthews,nicolepena@example.com,United States,2025-07-26 04:39:06,Organic Search
CUST_00152,Teresa Ramirez,jeff73@example.com,United Kingdom,2025-12-04 12:51:20,Social Media
CUST_00153,Michael Stephens,bruce43@example.org,France,2025-12-05 22:58:17,Referral
CUST_00154,Samantha Davis,darleneharper@example.org,Germany,2025-03-31 19:47:37,Referral
CUST_00155,Gavin Zhang,caseyhubbard@example.org,United Kingdom,2025-05-28 15:19:30,Organic Search
CUST_00156,Robin Hall,kristinacarlson@example.com,United States,2025-12-05 16:42:04,Referral
CUST_00157,Brianna Anderson,lauren10@example.org,United Kingdom,2025-06-03 01:00:03,Email Campaign
CUST_00158,Richard Young,alfred40@example.org,India,2025-02-24 08:24:22,Social Media
CUST_00159,Kelly Reese,xwest@example.net,India,2025-09-01 19:48:42,Organic Search
CUST_00160,Jodi Walker,acostaregina@example.net,France,2025-08-22 06:24:46,Social Media
CUST_00161,Judith Maynard,lutzmelanie@example.com,United Kingdom,2025-11-14 04:59:44,Email Campaign
CUST_00162,Katherine Browning,lammarc@example.org,France,2025-08-18 15:24:44,Paid Ads
CUST_00163,Donald Schultz,oscar98@example.com,Germany,2025-05-30 00:09:30,Email Campaign
CUST_00164,Larry Garcia,farrelldebra@example.net,France,2025-05-16 04:06:17,Referral
CUST_00165,Cindy Hayes,robertwilcox@example.com,Germany,2025-08-22 18:06:44,Referral
CUST_00166,Brandon Simmons,nicholas27@example.org,United Kingdom,2025-01-01 07:34:02,Social Media
CUST_00167,Bradley Reynolds,lisa80@example.net,Germany,2025-06-13 06:05:21,Referral
CUST_00168,Kristina Santiago,qgomez@example.com,Germany,2025-09-08 07:09:39,Email Campaign
CUST_00169,Michelle Schmitt,michael98@example.org,India,2025-12-10 10:27:21,Paid Ads
CUST_00170,John Boone,megan51@example.com,Australia,2026-01-03 12:49:47,Paid Ads
CUST_00171,Renee Bruce,lynchdiane@example.net,United Kingdom,2025-03-07 20:42:12,Referral
CUST_00172,Christopher Park,sandra50@example.org,United States,2025-09-18 08:21:43,Paid Ads
CUST_00173,Kylie Morales,joycebonilla@example.org,Canada,2025-08-30 02:38:17,Paid Ads
CUST_00174,Cindy Barnes,eric45@example.net,United States,2025-04-25 10:52:37,Organic Search
CUST_00175,Sophia Moore,craigjoseph@example.net,Germany,2025-07-10 04:11:44,Referral
CUST_00176,Lawrence Perry,kariwilson@example.com,Germany,2025-02-26 13:36:59,Email Campaign
CUST_00177,Michael Watkins,brandon69@example.org,India,2025-06-01 00:32:07,Email Campaign
CUST_00178,Eric Clark,kathrynroberts@example.org,Germany,2026-01-19 23:51:30,Paid Ads
CUST_00179,Paul Thompson,opatel@example.net,India,2025-04-25 14:55:45,Organic Search
CUST_00180,Mary Gomez,chensley@example.com,Australia,2025-03-24 18:55:52,Email Campaign
CUST_00181,Thomas Atkins,tberry@example.net,Canada,2025-06-19 23:29:40,Referral
CUST_00182,Brian Smith,george97@example.net,United States,2025-12-27 19:50:15,Referral
CUST_00183,Anita Richard,ryanmorales@example.org,Australia,2025-07-13 13:23:33,Organic Search
CUST_00184,Eric Morgan,kimberly18@example.net,Canada,2025-12-21 13:03:54,Email Campaign
CUST_00185,Jordan Bullock,michael23@example.org,Australia,2025-09-04 10:51:45,Email Campaign
CUST_00186,Craig Morrison,thompsonkendra@example.com,Germany,2026-01-28 01:44:49,Referral
CUST_00187,Justin Riley,michelle52@example.com,Canada,2025-12-13 08:25:55,Email Campaign
CUST_00188,Jeremy Turner,brittany58@example.org,United Kingdom,2025-12-16 13:54:30,Paid Ads
CUST_00189,Jesse Brown,chase19@example.net,Australia,2025-08-04 09:27:29,Referral
CUST_00190,Julie Spencer,colelisa@example.net,India,2026-01-12 09:32:35,Paid Ads
CUST_00191,Larry Mason,hayeslisa@example.com,Germany,2025-08-02 06:52:02,Organic Search
CUST_00192,Mrs. Maria Williams,hritter@example.net,Canada,2025-08-10 22:21:31,Social Media
CUST_00193,Helen Hardin,vortiz@example.net,United Kingdom,2025-09-18 20:39:06,Referral
CUST_00194,Rachel Holland,riveraangela@example.com,Canada,2025-03-04 14:04:35,Paid Ads
CUST_00195,Nathaniel Douglas,mathewaguilar@example.org,Germany,2025-06-29 15:01:35,Paid Ads
CUST_00196,Emily Douglas,tanderson@example.org,United States,2025-06-16 04:22:14,Email Campaign
CUST_00197,James Conner,elizabethcalderon@example.net,United Kingdom,2025-11-13 14:12:10,Referral
CUST_00198,Susan Davis DDS,andrew42@example.org,Germany,2025-12-28 21:27:30,Organic Search
CUST_00199,Ralph Lee,ericphillips@example.org,Australia,2025-06-10 15:40:20,Email Campaign
CUST_00200,Kimberly Rodgers,stanleynancy@example.net,Australia,2025-10-30 12:22:26,Referral
CUST_00201,James Martin,jenniferwilliams@example.com,Australia,2025-01-16 04:06:07,Referral
CUST_00202,Cynthia Wallace,karen73@example.net,Germany,2025-10-23 10:48:58,Organic Search
CUST_00203,Vincent Mueller,michealvalentine@example.com,United Kingdom,2025-10-01 05:15:33,Email Campaign
CUST_00204,Douglas Reyes,mburch@example.net,France,2025-11-22 11:07:22,Referral
CUST_00205,David Davidson,angela18@example.org,Germany,2025-06-21 07:08:21,Paid Ads
CUST_00206,Phillip Nelson,mariahdavis@example.org,Germany,2025-07-31 23:52:58,Email Campaign
CUST_00207,Stacey Arias,gbrown@example.com,Germany,2025-01-23 13:03:42,Social Media
CUST_00208,Zachary Brooks,florescory@example.net,India,2025-11-11 01:00:32,Paid Ads
CUST_00209,Raven Taylor,samantha72@example.net,Canada,2025-12-30 00:47:01,Referral
CUST_00210,Luis Bullock,scottmary@example.net,Germany,2025-01-21 22:41:27,Referral
CUST_00211,Lisa Henderson,john10@example.org,United States,2025-01-22 01:13:07,Email Campaign
CUST_00212,Riley Bryant,copelandvincent@example.net,Australia,2025-04-16 09:37:18,Email Campaign
CUST_00213,Jose Allen,kellysmith@example.com,United States,2025-05-22 03:40:28,Social Media
CUST_00214,Jason Beck,millsmichael@example.net,United Kingdom,2025-10-22 11:00:29,Paid Ads
CUST_00215,Rachel Romero,myerstheodore@example.net,United Kingdom,2025-12-20 04:12:35,Social Media
CUST_00216,James Burgess,kristina53@example.net,United Kingdom,2025-10-22 11:25:29,Email Campaign
CUST_00217,Ashley Perkins,dennis58@example.com,Australia,2025-07-15 22:40:55,Organic Search
CUST_00218,Carrie Maxwell,epollard@example.net,United States,2026-01-01 07:09:17,Referral
CUST_00219,Chad Baldwin,mjohnson@example.org,United Kingdom,2025-02-10 10:56:45,Paid Ads
CUST_00220,Stacey Stewart,zachary87@example.com,Australia,2025-02-23 07:08:20,Organic Search
CUST_00221,Matthew Mitchell,glennmartin@example.org,Canada,2025-01-25 02:26:27,Paid Ads
CUST_00222,Jessica Ross,ykline@example.com,France,2025-01-16 19:54:39,Paid Ads
CUST_00223,Kathleen Jimenez,laurie61@example.com,Canada,2025-07-05 06:48:00,Email Campaign
CUST_00224,Samantha Gardner,curtis54@example.com,France,2025-03-30 20:22:25,Paid Ads
CUST_00225,Mitchell Jackson,cbell@example.net,India,2025-12-28 04:51:42,Social Media
CUST_00226,Heather Bolton,danielle01@example.net,Canada,2025-10-14 12:42:16,Referral
CUST_00227,Heidi Owen,stephaniethomas@example.net,Australia,2025-03-30 23:02:50,Paid Ads
CUST_00228,Jessica Martinez,kimberlydiaz@example.com,United States,2025-08-30 14:11:08,Referral
CUST_00229,Amanda Hernandez,xrush@example.com,United Kingdom,2025-01-20 22:40:49,Referral
CUST_00230,Laura Moreno,redwards@example.org,Germany,2025-10-19 12:13:43,Paid Ads
CUST_00231,Allison Lopez,hmcintyre@example.com,France,2025-03-01 00:40:37,Paid Ads
CUST_00232,Michele Lewis,heather73@example.org,India,2025-03-21 03:34:40,Social Media
CUST_00233,Benjamin Thompson,zosborn@example.net,Australia,2025-04-05 00:37:47,Referral
CUST_00234,Victoria Contreras,piercekelly@example.com,United Kingdom,2025-02-01 21:35:02,Referral
CUST_00235,Michelle Ho,laurahicks@example.org,India,2025-11-29 17:32:41,Social Media
CUST_00236,Dr. Cynthia Snyder,angela57@example.net,France,2025-02-23 13:26:48,Social Media
CUST_00237,Stephen Jones,ukey@example.com,Australia,2025-01-10 19:51:11,Email Campaign
CUST_00238,Patricia Morrow,martinezlogan@example.org,United States,2026-01-16 18:01:19,Email Campaign
CUST_00239,Michael Cooper,katrinaanderson@example.net,India,2025-10-09 07:40:27,Email Campaign
CUST_00240,Amy Martinez,kevinmartin@example.net,Germany,2025-04-29 19:57:42,Paid Ads
CUST_00241,Travis Stone,meghan43@example.net,France,2025-07-29 18:42:02,Referral
CUST_00242,Denise Weber,shawgary@example.net,Germany,2026-01-11 13:02:48,Email Campaign
CUST_00243,Matthew Le,megan90@example.org,United Kingdom,2025-07-28 11:15:19,Paid Ads
CUST_00244,Travis Wise,debra96@example.net,United Kingdom,2025-03-09 07:30:48,Email Campaign
CUST_00245,Kathleen Burton,dawn47@example.org,Australia,2025-07-09 09:56:38,Email Campaign
CUST_00246,Melinda Evans,barkereric@example.com,United Kingdom,2025-10-22 08:52:21,Organic Search
CUST_00247,Mr. Lawrence Edwards,jessica56@example.org,Australia,2026-01-19 22:32:27,Social Media
CUST_00248,Kayla Rodriguez,stevenadams@example.org,Germany,2025-05-22 05:44:26,Paid Ads
CUST_00249,Anthony Dougherty,kwright@example.com,Australia,2025-10-03 14:25:00,Social Media
CUST_00250,Michelle Lee,tyronerobertson@example.com,United Kingdom,2025-09-22 08:22:33,Referral
CUST_00251,Kathleen Davis,pwagner@example.org,France,2025-08-03 14:01:10,Organic Search
CUST_00252,Amber Campbell,amitchell@example.org,United States,2025-05-29 09:32:59,Paid Ads
CUST_00253,Stephen Luna,zdiaz@example.org,Germany,2025-11-12 16:22:09,Referral
CUST_00254,Chloe Tran,hughesshannon@example.net,India,2025-07-06 15:57:46,Email Campaign
CUST_00255,William Becker,andersoncolin@example.com,Germany,2026-01-17 05:34:22,Organic Search
CUST_00256,Gina Mcmillan,jameshicks@example.net,United Kingdom,2025-03-14 06:38:24,Paid Ads
CUST_00257,Andrew Reeves,jstone@example.net,India,2025-11-11 02:35:00,Paid Ads
CUST_00258,Brenda Velazquez,francisco94@example.net,India,2025-08-26 20:05:38,Referral
CUST_00259,Ronald Patel,thomas05@example.com,Germany,2025-10-14 15:02:23,Referral
CUST_00260,Veronica Silva,carlsonjoseph@example.net,Germany,2025-09-25 00:06:08,Referral
CUST_00261,Paula Lane,silvageorge@example.net,United Kingdom,2025-09-14 22:23:48,Email Campaign
CUST_00262,Patricia James,anthonyvaughan@example.org,United Kingdom,2025-07-30 10:14:53,Social Media
CUST_00263,Jeremy Barnes,avaughn@example.net,United States,2025-06-29 01:32:26,Paid Ads
CUST_00264,Tami Salas,thorntonapril@example.net,United States,2025-09-03 02:14:24,Referral
CUST_00265,Matthew Fox,sue78@example.com,Canada,2025-05-24 19:26:35,Paid Ads
CUST_00266,Megan Dillon,chelsea33@example.com,United Kingdom,2026-01-12 02:06:57,Referral
CUST_00267,Courtney Dudley,kellie37@example.com,United States,2025-08-08 19:28:41,Paid Ads
CUST_00268,Justin Michael,keith98@example.com,Canada,2025-08-19 02:26:03,Social Media
CUST_00269,Jennifer Reed,kellyroberts@example.net,United Kingdom,2025-05-20 09:01:58,Organic Search
CUST_00270,Thomas Douglas,ilewis@example.com,United Kingdom,2025-04-09 07:40:38,Organic Search
CUST_00271,Melissa Taylor,johnsantiago@example.net,France,2025-02-12 08:26:19,Social Media
CUST_00272,David Garcia,jennifer12@example.org,India,2025-04-09 02:01:13,Email Campaign
CUST_00273,Vanessa Moore,mwoods@example.com,Australia,2025-03-21 16:22:20,Organic Search
CUST_00274,Matthew Velez,pearsonjesse@example.net,Germany,2025-08-09 20:28:09,Email Campaign
CUST_00275,Taylor Gentry,robertmonroe@example.org,United Kingdom,2025-12-09 02:56:00,Paid Ads
CUST_00276,Jennifer Simpson DVM,nancy04@example.net,United Kingdom,2025-02-09 21:43:53,Email Campaign
CUST_00277,Tanya Rogers,ihays@example.net,Australia,2025-03-30 14:44:18,Organic Search
CUST_00278,Todd Rosales MD,lisarivera@example.net,Germany,2025-11-08 05:43:41,Organic Search
CUST_00279,David Lopez,krystal93@example.org,Canada,2025-02-11 15:20:44,Paid Ads
CUST_00280,Margaret Sullivan,frobertson@example.com,United States,2025-08-24 23:54:16,Paid Ads
CUST_00281,Cathy Taylor,shari04@example.com,France,2025-04-03 00:05:49,Email Campaign
CUST_00282,Paul Finley,brandi90@example.com,Australia,2025-06-25 07:06:47,Referral
CUST_00283,Melissa Brown,marshallerik@example.net,Germany,2025-10-23 10:45:37,Email Campaign
CUST_00284,Stephanie Padilla,hannah45@example.net,Australia,2025-08-19 23:03:50,Referral
CUST_00285,Tyler Mendoza,madkins@example.com,United Kingdom,2025-11-30 01:58:03,Referral
CUST_00286,Joshua Ruiz,kathleenbecker@example.net,France,2025-02-16 18:46:27,Organic Search
CUST_00287,Angela Griffin,christian91@example.org,India,2025-06-11 09:26:50,Paid Ads
CUST_00288,Stephanie Harris,franklinbond@example.com,India,2025-07-25 13:21:40,Organic Search
CUST_00289,Daniel Aguilar,nolansean@example.org,Canada,2025-05-02 23:45:23,Paid Ads
CUST_00290,Jose Bryant,hansenemily@example.com,Canada,2025-02-28 07:18:38,Organic Search
CUST_00291,Jennifer Velasquez,bethwilliams@example.com,Germany,2025-11-14 07:19:10,Referral
